id,keep,otech,private,title
6018,t,f,t,Modoc National Forest Streams Layer
6019,t,f,t,Modoc National Forest Transportation
6020,t,f,t,Modoc National Forest Unknown Layer
6021,t,f,t,Modoc National Forest Unsuitable Forest Land
6022,t,f,t,Modoc National Forest USGS 7.5 Minute Quadrangles
6023,t,f,t,Modoc National Forest Visual Quality Zone (Adopted VQO)
6024,t,f,t,Modoc National Forest Wilderness - Existing and Proposed
6025,t,f,t,Nevada County: Change in Housing Density from 1990 to General Plan
6026,t,f,t,Nevada County: General Plan
6027,t,f,t,Nevada County: Land Tenure
6028,t,f,t,Nevada County: Major Roads
6029,t,f,t,Nevada County: Nonresident Land Ownership by County
6030,t,f,t,Nevada County: Parcel Mapbook Pages
6031,t,f,t,Nevada County: Places and Unincorporated Areas
6032,t,f,t,Nevada County: Water Bodies
6033,t,f,t,Northern and Southern Sierra Nevada Boundaries
6034,t,f,t,Plumas National Forest Administrative National Forest
6035,t,f,t,Plumas National Forest Defensible Fuel Profile Zones
6036,t,f,t,Plumas National Forest Developed Recreation Sites -   Existing and Proposed
6037,t,f,t,Plumas National Forest Digital Elevation Model
6038,t,f,t,Plumas National Forest Existing Vegetation
6039,t,f,t,Plumas National Forest Fire History
6040,t,f,t,Plumas National Forest Integrated Inventory Plots
6041,t,f,t,Plumas National Forest Lakes Layer
6042,t,f,t,Plumas National Forest Low Site Timberland
6043,t,f,t,Plumas National Forest L&RMP Land Suitability Class
6044,t,f,t,Plumas National Forest Modified Yield Timber Type(s)
6045,t,f,t,Plumas National Forest Plantation Inventory Plots
6046,t,f,t,Plumas National Forest Proclaimed National Forest
6047,t,f,t,Plumas National Forest Ranger Districts and Compartment
6048,t,f,t,Plumas National Forest Research Natural Areas
6049,t,f,t,Plumas National Forest Special Areas
6050,t,f,t,Plumas National Forest Special Interest Areas
6051,t,f,t,Plumas National Forest State and County
6052,t,f,t,Plumas National Forest Spotted Owl Habitat
6053,t,f,t,Plumas National Forest Streamside/Riparian Mgmt. Zone
6054,t,f,t,Plumas National Forest Streams Layer
6055,t,f,t,Plumas National Forest Transportation
6056,t,f,t,Plumas National Forest Unknown Layer
6057,t,f,t,Plumas National Forest Unsuitable Forest Land
6058,t,f,t,Plumas National Forest USGS 7.5 Minute Quadrangles
6059,t,f,t,Plumas National Forest Visual Quality Zone (Adopted VQO)
6060,t,f,t,Plumas National Forest Wilderness - Existing and Proposed
6061,t,f,t,"Plumas National Forest Wild, Scenic and Recreation Rivers, Existing, Proposed and Study"
6062,t,f,t,Population-weighted Centers
6063,t,f,t,Potential Aquatic Diversity Management Areas (ADMAs)
6064,t,f,t,Rivers and Streams for Salmon Distribution Maps
6065,t,f,t,Selected Population and Housing Attributes of Block Group Parts
6066,t,f,t,Sequoia-Kings Canyon National Park Digital Elevation Model
6067,t,f,t,Sequoia National Forest Administrative National Forest
6068,t,f,t,Sequoia National Forest Administrative/ Special Use Sites
6069,t,f,t,Sequoia National Forest Deer Emphasis Areas
6070,t,f,t,Sequoia National Forest Developed Recreation Sites -   Existing and Proposed
6071,t,f,t,Sequoia National Forest Digital Elevation Model
6072,t,f,t,Sequoia National Forest Existing Vegetation
6073,t,f,t,Sequoia National Forest Fire History
6074,t,f,t,Sequoia National Forest Giant Sequoia Management
6075,t,f,t,Sequoia National Forest Lakes Layer
6076,t,f,t,Sequoia National Forest L&RMP Land Suitability Class
6077,t,f,t,Sequoia National Forest Meadows Mgmt. Zone
6078,t,f,t,Sequoia National Forest Modified Yield Timber Type(s)
6079,t,f,t,Sequoia National Forest Old Growth/Stand Structure Inventory Plots
6080,t,f,t,Sequoia National Forest Plantation Inventory Plots
6081,t,f,t,Sequoia National Forest Proclaimed National Forest
6082,t,,t,Sequoia National Forest Ranger Districts and Compartment
6083,t,,t,Sequoia National Forest Research Natural Areas
6084,t,,t,Sequoia National Forest Sensitive Soils
6085,t,,t,Sequoia National Forest Special Areas
6086,t,,t,Sequoia National Forest Special Interest Areas
6087,t,,t,Sequoia National Forest Spotted Owl Habitat
6088,t,,t,Sequoia National Forest State and County
6089,t,,t,Sequoia National Forest Streamside/Riparian Mgmt. Zone
6090,t,,t,Sequoia National Forest Streams Layer
6091,t,,t,Sequoia National Forest Transportation
6092,t,,t,Sequoia National Forest Unknonw Layer
6093,t,,t,Sequoia National Forest Unknown Layer
6094,t,,t,Sequoia National Forest Unsuitable Forest Land
6095,t,,t,Sequoia National Forest USGS 7.5 Minute Quadrangles
6096,t,,t,Sequoia National Forest Visual Quality Zone (Adopted VQO)
6097,t,,t,Sequoia National Forest Wilderness - Existing and Proposed
6098,t,,t,"Sequoia National Forest Wild, Scenic and Recreation Rivers, Existing, Proposed and Study"
6099,t,,t,Sierra National Forest Administrative National Forest
6100,t,,t,Sierra National Forest Deer Emphasis Areas
6101,t,,t,Sierra National Forest Developed Recreation Sites -   Existing and Proposed
6102,t,,t,Sierra National Forest Digital Elevation Model
6103,t,,t,Sierra National Forest Existing Vegetation
6104,t,,t,Sierra National Forest Fire History
6105,t,,t,Sierra National Forest Furbearer Habitat
6106,t,,t,Sierra National Forest Lakes Layer
6107,t,,t,Sierra National Forest L&RMP Land Suitability Class
6108,t,,t,Sierra National Forest Old Growth/Stand Structure Inventory Plots
6109,t,,t,Sierra National Forest Plantation Inventory Plots
6110,t,,t,Sierra National Forest Proclaimed National Forest
6111,t,,t,Sierra National Forest Ranger Districts and Compartment
6112,t,,t,Sierra National Forest Research Natural Areas
6113,t,,t,Sierra National Forest Special Areas
6114,t,,t,Sierra National Forest Special Interest Areas
6115,t,,t,Sierra National Forest Spotted Owl Habitat
6116,t,,t,Sierra National Forest State and County
6117,t,,t,Sierra National Forest Streamside/Riparian Mgmt. Zone
6118,t,,t,Sierra National Forest Streams Layer
6119,t,,t,Sierra National Forest Transportation
6120,t,,t,Sierra National Forest Unknown Layer
6121,t,,t,Sierra National Forest Unsuitable Forest Land
6122,t,,t,Sierra National Forest USGS 7.5 Minute Quadrangles
6123,t,,t,Sierra National Forest Visual Quality Zone (Adopted VQO)
6124,t,,t,Sierra National Forest Wilderness - Existing and Proposed
6125,t,,t,"Sierra National Forest Wild, Scenic and Recreation Rivers, Existing, Proposed and Study"
6126,t,,t,Sierra Nevada Ecosystem Project Major River Basins
6127,t,,t,Sierra Nevada Ecosystem Project Study Area Boundary
6128,t,,t,Sierra Nevada Ecosystem Project Subregions
6129,t,,t,Sierra Nevada Fire Probability Map
6130,t,,t,Sierra Nevada Historic Fishless Area
6131,t,,t,Sierra Nevada Regional Fuel Map
6132,t,,t,Sierra Nevada Region Digital Elevation Model
6133,t,,t,Sierra Nevada Tertiary Floras
6134,t,,t,Stanislaus National Forest Administrative National Forest
6135,t,,t,Stanislaus National Forest Administrative/ Special Use Sites
6136,t,,t,Stanislaus National Forest Developed Recreation Sites -   Existing and Proposed
6137,t,,t,Stanislaus National Forest Digital Elevation Model
6138,,,t,Stanislaus National Forest Existing Vegetation
6139,t,,t,Stanislaus National Forest Fire History
6140,t,,t,Stanislaus National Forest Furbearer Habitat
6141,t,,t,Stanislaus National Forest Integrated Inventory Plots
6142,t,,t,Stanislaus National Forest Lakes Layer
6143,t,,t,Stanislaus National Forest L&RMP Land Suitability Class
6144,t,,t,Stanislaus National Forest Meadows Mgmt. Zone
6145,t,,t,Stanislaus National Forest Plantation Inventory Plots
6146,t,,t,Stanislaus National Forest Proclaimed National Forest
6147,t,,t,Stanislaus National Forest Ranger Districts and Compartment
6148,t,,t,Stanislaus National Forest Research Natural Areas
6149,t,,t,Stanislaus National Forest Special Areas
6150,t,,t,Stanislaus National Forest Special Interest Areas
6151,t,,t,Stanislaus National Forest Spotted Owl Habitat
6152,t,,t,Stanislaus National Forest State and County
6153,t,,t,Stanislaus National Forest Streamside/Riparian Mgmt. Zone
6154,t,,t,Stanislaus National Forest Streams Layer
6155,t,,t,Stanislaus National Forest Transportation
6156,t,,t,Stanislaus National Forest Unknown Layer
6157,t,,t,Stanislaus National Forest Unsuitable Forest Land
6158,t,,t,Stanislaus National Forest USGS 7.5 Minute Quadrangles
6159,t,,t,Stanislaus National Forest Visual Quality Zone (Adopted VQO)
6160,t,,t,Stanislaus National Forest Wilderness - Existing and Proposed
6161,t,,t,"Stanislaus National Forest Wild, Scenic and Recreation Rivers, Existing, Proposed and Study"
6162,,,t,State Soil Geographic (STATSGO) data base for California
6163,t,,t,Tahoe National Forest Administrative National Forest
6164,t,,t,Tahoe National Forest Administrative/ Special Use Sites
6165,t,,t,Tahoe National Forest Deer Emphasis Areas
6166,t,,t,Tahoe National Forest Developed Recreation Sites -   Existing and Proposed
6167,t,,t,Tahoe National Forest Digital Elevation Model
6168,t,,t,Tahoe National Forest Existing Vegetation
6169,t,,t,Tahoe National Forest Fire History
6170,t,,t,Tahoe National Forest Lakes Layer
6171,t,,t,Tahoe National Forest LMP Management Area
6172,t,,t,Tahoe National Forest L&RMP Land Suitability Class
6173,t,,t,Tahoe National Forest Meadows Mgmt. Zone
6174,t,,t,Tahoe National Forest Modified Yield Timber Type(s)
6175,t,,t,Tahoe National Forest Old Growth/Stand Structure Inventory Plots
6176,t,,t,Tahoe National Forest Plantation Inventory Plots
6177,t,,t,Tahoe National Forest Proclaimed National Forest
6178,t,,t,Tahoe National Forest Rangeland Emphasis
6179,t,,t,Tahoe National Forest Ranger Districts and Compartment
6180,t,,t,Tahoe National Forest Research Natural Areas
6181,t,,t,Tahoe National Forest Special Areas
6182,t,,t,Tahoe National Forest Special Interest Areas
6183,t,,t,Tahoe National Forest Spotted Owl Habitat
6184,t,,t,Tahoe National Forest State and County
6185,t,,t,Tahoe National Forest Streamside/Riparian Mgmt. Zone
6186,t,,t,Tahoe National Forest Streams Layer
6187,t,,t,Tahoe National Forest Transportation
6188,t,,t,Tahoe National Forest Unknown Layer
6189,t,,t,Tahoe National Forest USGS 7.5 Minute Quadrangles
6190,t,,t,Tahoe National Forest Visual Quality Zone (Adopted VQO)
6191,t,,t,Tahoe National Forest Wilderness - Existing and Proposed
6192,t,,t,"Tahoe National Forest Wild, Scenic and Recreation Rivers, Existing, Proposed and Study"
6193,t,,t,"Tahoe Vegetation, State Board of Forestry 1887-1888 point data"
6194,t,,t,"Tahoe Vegetation, State Board of Forestry 1887-1888 polygon data"
6195,t,,t,Toiyabe National Forest Old Growth
6196,t,,t,Toiyabe National Forest Wilderness
6197,t,,t,Water Bodies in the Central Sierra Nevada
6198,t,,t,Yosemite National Park Digital Elevation Model
6199,t,,t,"Yosemite National Park, Fires 1931-1993"
6200,t,,t,Yosemite National Park Wilderness Boundary
6201,f,f,t,California Zip Code Boundaries
6262,t,,f,1993 Existing Land Use for Los Angeles County
6653,t,,f,Timber Harvesting Plans
6654,t,,f,"Landsat TM image of San Joaquin River from Friant Dam to Hwy 99, July 1992"
6655,t,,f,"Landsat TM image of San Joaquin River from Friant Dam to Hwy 99, July 1992---Modify"
6663,t,f,t,Arundo donax Distribution in Northern and Central California
6664,t,f,t,Arundo donax found in the Suisun Creek Watershed
6665,t,f,t,Arundo donax Infestations in the Russian River Watershed
6666,t,f,t,"Arundo donax in the Sacramento-San Joaquin Delta in the Central Valley of California, 2004-2005. Part 1"
6667,t,f,t,"Arundo donax in the Sacramento-San Joaquin Delta in the Central Valley of California, 2004. Part 1"
6668,t,f,t,"Arundo donax in the Sacramento-San Joaquin Delta in the Central Valley of California, 2004. Part 2"
6669,t,f,t,"Arundo donax in the Sacramento-San Joaquin Delta in the Central Valley of California, 2005. Part 2"
6670,t,f,t,"Arundo donax in the Sacramento-San Joaquin Delta in the Central Valley of California, 2006"
6671,t,f,t,"Arundo donax in Vegetation Polygons - Suisun Marsh, 2003"
6672,t,f,t,"Arundo donax Locations in California State Parks Gold Fields District, 2004"
6673,t,f,t,Arundo donax locations in Santa Clara County
6674,t,f,t,"Arundo donax Locations in Santa Clara County, 2002-2004"
6675,t,f,t,"Arundo donax Locations in Santa Clara County (points), 2006"
6676,t,f,t,"Arundo donax Locations in Santa Clara County (polygons), 2002-2004"
6677,t,f,t,"Arundo donax Locations in Santa Clara County (polygons), 2005-2006"
6678,t,f,t,"Arundo donax Locations in Santa Clara County (polygons), 2006"
6679,t,f,t,"Arundo donax Locations in Santa Clara County (polylines), 2002-2004"
6680,t,f,t,"Arundo donax Locations in Santa Clara County (polylines), 2006"
6681,t,f,t,Arundo donax Locations in Solano County
6682,t,f,t,Arundo donax Locations in Solano County (polygons)
6683,t,f,t,Arundo donax Locations in Solano County (polylines)
6684,t,f,t,"Arundo donax locations in Sonoma Creek Watershed, AECP Phase 2"
6685,t,f,t,"Arundo donax locations in the Gray Lodge Wildlife Area, AECP Phase 2, Preliminary Data"
6686,t,f,t,"Arundo donax Locations in the Lower American River, AECP Phase 2, Preliminary Data"
6687,t,f,t,"Arundo donax Locations in the Napa River Watershed, AECP Phase 1"
6688,t,f,t,"Arundo donax Locations in the Napa River Watershed, AECP Phase 2"
6689,t,,t,"Arundo donax Locations in the San Francisquito Creek Watershed, AECP Phase 1"
6690,t,,t,"Arundo donax Locations in the San Francisquito Creek Watershed, AECP Phase 2"
6691,t,,t,"Arundo donax locations in the San Joaquin River Parkway, AECP Phase 2"
6692,t,,t,"Arundo donax Locations in the Upper Cache Creek Watershed, AECP Phase 2, Preliminary Data"
6693,t,,t,"Arundo donax Locations on Putah Creek, AECP Phase 1"
6694,t,,t,"Arundo donax Locations on Putah Creek, AECP Phase 2"
6695,t,,t,"Arundo donax Locations on Sonoma Creek, AECP Phase 1"
6696,t,,t,"Arundo donax Observations in California State Parks Gold Fields District, 2004-2005"
6697,t,,t,Arundo locations in the Legal Delta
6698,t,,t,Calaveras River Invasives
6699,t,,t,Control of Giant Cane in Northern and Central California
6700,t,,t,"Ecology and Management Of Arundo donax, and Approaches To Ripari"
6701,t,,t,"Invasive Plants Mapped by Volunteer Citizen Monitoring Program in  Contra Costa County Watersheds, 2002-2005"
6702,t,,t,"Invasive Plants Mapped by Volunteer Citizen Monitoring Program in  Contra Costa County Watersheds, 2006"
6703,t,,t,"Invasive Weeds on the San Joaquin River, Reaches 1a and 1b"
6704,t,,t,"Invasive Weeds on the San Joaquin River, Reaches 2 - 5"
6705,t,,t,"Location of Arundo donax and Other Invasive Plants in the Lindo Channel (Sandy Gulch) on Big Chico Creek, AECP Phase 2"
6706,t,,t,"Location of Arundo donax and Other Plants in Sonoma Creek, AECP Phase II"
6707,t,,t,"Location of Arundo donax and other plants in the Napa River Watershed, AECP Phase II"
6708,t,,t,"Location of Arundo donax and other plants in the San Joaquin River Parkway, AECP Phase II"
6709,t,,t,"Locations of Arundo donax and other plants in the Lindo Channel (Sandy Gulch) on Big Chico Creek, AECP Phase II"
6710,t,,t,"Locations of Arundo donax and other plants in the Lower American River and surrounding watersheds, AECP Phase II"
6711,t,,t,"Locations of Arundo donax in the Upper Cache Creek Watershed, AECP Phase II"
6712,t,,t,"Marin County Arundo, 2007"
6713,t,,t,Napa River Watershed Giant Reed Infestations
6714,t,,t,"Noxious Weeds in Stillwater Creek Watershed, Fall 2003"
6715,t,,t,"Noxious Weeds in Stillwater Creek Watershed, July 8, 2004"
6716,t,,t,"Noxious Weeds in Stillwater Creek Watershed, June 15, 2004"
6717,t,,t,"Noxious Weeds in Stillwater Creek Watershed, May 14 - 17, 2004"
6718,t,,t,"Noxious Weeds in Stillwater Creek Watershed, May 19-20, 2004"
6719,t,,t,"Noxious Weeds in Stillwater Creek Watershed, May 24, 2004"
6720,t,,t,"Noxious Weeds in Stillwater Creek Watershed, May 25, 27, and 28, 2004"
6721,t,,t,"Petaluma Watershed Arundo, 2007"
6722,t,,t,Riparian Weed Bibliography
6723,t,,t,Stanislaus River Arundo
6724,t,,t,Team Arundo del Norte Website
6725,t,,t,Team Arundo Email Listserve
6728,f,,t,Aerial navigation chart from FAA
6729,f,,t,Aerial Photo  2001
6730,f,,t,Aerial Photo 2001 Tile Index
6731,f,,t,Aerial Photo 2002
6732,f,,t,Aerial photo 2002 Tile Index
6733,f,,t,Aerial Photo April 2003
6734,f,,t,Aerial Photo Index to 1998 Hardcopy Aerial Photos
6735,f,,t,Aerial Photo March 2005
6736,t,,t,Assessor's Parcels
6737,f,,t,Assessor's Parcels (2002)
6738,f,,t,Census Tracts
6739,f,,t,City Affordable Housing Locations
6740,f,,t,City General Plan Land Use Element
6741,f,,t,City Landscape Districts
6742,f,,t,City Land Use Zoning
6743,f,,t,City limits
6744,f,,t,City neighborhood names
6745,f,,t,City Planning Area
6746,f,,t,City Public Works Dept. Inspector Zones
6747,f,,t,City Redevelopment Areas
6748,f,,t,City Specific Plans
6749,f,,t,Cities--adjacent
6750,f,,t,City tract boundaries
6751,f,,t,Disaster Assistance Response Team Boundaries
6752,f,,t,Disaster Assistance Response Team Sector Label Points
6753,t,,t,Election Precincts
6754,f,,t,Elevation--100 Foot Contours from Shuttle Radar Topography Mission
6755,f,,t,Elevation Contours (100 Foot Intervals)
6756,f,,t,Elevation Contours (10 Meter Intervals)
6757,f,,t,Elevation Contours (20 Foot Intervals)
6758,f,,t,Elevation Contours (50 Meter Intervals)
6759,f,,t,Elevation from LIDAR Survey 2001
6760,f,,t,Elevation--Lake Eleanor Area from NOAA radar
6761,f,,t,Elevation--Shaded relief image
6762,t,,t,Fire Stations
6763,t,,t,Fire Station Sectors
6764,t,,t,Flood Control--Approved Letter of Map Revision Parcels
6765,t,,t,Flood Control Catch Basins
6766,t,,t,Flood Control Detension-retension facilities
6767,t,,t,Flood Control Earth Channels
6768,t,,t,Flood Control--lakes
6769,t,,t,Flood Control--Lined Channels
6770,t,,t,Flood Control--Storm Drain  Pipes
6771,t,,t,Flood Control--VCWPD Blue Line Channels
6772,t,,t,Flood Control--VCWPD Built Facilities
6773,t,,t,Flood Control--VCWPD Flood Zone per FEMA
6774,t,,t,Flood Control--VCWPD Red Line Channels
6775,t,,t,Flood Control--VCWPD Watersheds
6776,t,,t,Flood Control--VCWPD Watersheds subareas
6777,t,,t,Flood Control--Ventura County Watershed Protection District Zones
6778,f,,t,Geographic Place Names
6779,f,,t,Geolocation Grid
6780,t,,t,Hazards--California Geological Survey Potential Earthquake Hazards
6781,t,,t,Hazards--County soils for geologic hazard estimation
6782,t,,t,Hazards--Dam Inundation Area
6783,t,,t,Hazards--Earthquake Faults (T. Dibblee)
6784,t,,t,Hazards--Earthquake faults (USGS)
6785,t,,t,Hazards--groundshaking
6786,t,,t,Hazards--High Fire Hazard Area
6787,f,,t,Homeowner's Associations
6788,f,,t,Infrastructure--Bridges
6789,f,,t,Infrastructure--Los Robles golf course greens
6790,f,,t,Infrastructure--Major Electrical Transmission Line
6791,f,,t,Infrastructure--Major Wastewater Lines
6792,f,,t,Infrastructure--Shell Oil Pipeline
6793,f,,t,Infrastructure--Southern Cal Gas Co. pipelines Thousand Oaks
6794,f,,t,Infrastructure--Triunfo Sanitation District Manholes
6795,f,,t,Infrastructure--Triunfo Wastewater Lines
6796,f,,t,Infrastructure--Utility Atlas Grid
6797,f,,t,Infrastructure--Wastewater Manholes
6798,f,,t,Infrastructure--Wireless Communication Facilities
6799,t,,t,Parks
6800,f,,t,Points of Interest
6801,f,,t,Police Facilities
6802,f,,t,Red_Cross_Shelters
6803,t,,t,Resoucres--Regional Water Quality Control Board reaches
6804,t,,t,Resources--Open Space
6805,t,,t,Resources--Pentachaeta lyonii occurrences from SMMNRA
6806,t,,t,Resources--Potential rare and endangered species habitat
6807,t,,t,Resources--Trails
6808,f,,t,Rights of Way
6809,f,,t,School Sites
6810,f,,t,Streets
6811,f,,t,Township and Range Sections
6812,t,,t,Ventura County Boundary
6813,t,,t,Water--Calleguas  MWD System
6814,t,,t,Water Reservoirs
6815,t,,t,Water Service Areas
6816,f,,t,Zip Codes
6817,f,,t,Attachment A: Preliminary Cost Estimates
6818,f,,t,Attachment B: Division of Engineering Services Scoping Checklist
6819,f,,t,Attachment C: Design Scoping Checklist
6820,f,,t,Attachment D: Checklist for Preliminary Bridge Cost Estimate
6821,f,,t,"Attachment E: Traffic Forecasting, Traffic Analysis and Traffic Operations Scoping Checklist"
6822,f,,t,Attachment F: Transportation Management Plan Data Sheet (Preliminary TMP Elements and Costs)
6823,f,,t,Attachment G: Right of Way PSR (PDS) Data Sheet
6824,t,,f,Attachment H: Preliminary Environmental Assessment Report (PEAR)
6825,f,,t,Attachment I: Mitigation and Compliance Cost estimate
6826,t,,f,Attachment J: NPDES Information Sheet
6827,t,,f,Attachment K: Storm Water Data Report
6828,f,,t,Attachment L: Preliminary Geotechnical Evaluation
6829,f,,t,"Attachment M: Work Plan, Support Cost Breakdown and Change Control Process Checklist"
6830,t,,f,Attachment N: PSR Evaluation Sheet
6831,t,,f,Existing Topography of Topanga Lagoon and Beach
6831,t,,f,Existing Topography of Topanga Lagoon and Beach
6832,f,,t,PDF Version of Topanga Canyon Boulevard Narrows ` Alternative 1A ` Advanced Planning Study for Bridge A
6833,f,,t,PDF Version of Topanga Canyon Boulevard Narrows ` Alternative 1A ` Advanced Planning Study for Bridge B
6834,f,,t,PDF Version of Topanga Canyon Boulevard Narrows ` Alternative 1A ` Plan & Profile
6835,f,,t,PDF Version of Topanga Canyon Boulevard Narrows ` Alternative 1A ` Right of Way
6836,f,,t,PDF Version of Topanga Canyon Boulevard Narrows ` Alternative 1A ` Roadway Sections
6837,f,,t,PDF Version of Topanga Canyon Boulevard Narrows ` Alternative 1A ` Stage Construction
6838,f,,t,PDF Version of Topanga Canyon Boulevard Narrows ` Alternative 1B ` Advanced Planning Study for Bridge A
6839,f,f,f,PDF Version of Topanga Canyon Boulevard Narrows ` Alternative 1B ` Advanced Planning Study for Bridge B
6840,f,f,f,PDF Version of Topanga Canyon Boulevard Narrows ` Alternative 1B ` Plan & Profile
6841,f,f,f,PDF Version of Topanga Canyon Boulevard Narrows ` Alternative 1B ` Right of Way
6842,f,f,f,PDF Version of Topanga Canyon Boulevard Narrows ` Alternative 1B ` Roadway Sections
6843,f,f,f,PDF Version of Topanga Canyon Boulevard Narrows ` Alternative 1B ` Stage Construction
6844,f,f,f,PDF Version of Topanga Canyon Boulevard Narrows ` Alternative 2A ` Advanced Planning Study for Bridge A
6845,f,f,f,PDF Version of Topanga Canyon Boulevard Narrows ` Alternative 2A ` Advanced Planning Study for Bridge B
6846,f,f,f,PDF Version of Topanga Canyon Boulevard Narrows ` Alternative 2A ` Advanced Planning Study for Tunnel
6847,f,f,f,PDF Version of Topanga Canyon Boulevard Narrows ` Alternative 2A ` Plan & Profile
6848,f,f,f,PDF Version of Topanga Canyon Boulevard Narrows ` Alternative 2A ` Right of Way
6849,f,f,f,PDF Version of Topanga Canyon Boulevard Narrows ` Alternative 2A ` Roadway Sections
6850,f,f,f,PDF Version of Topanga Canyon Boulevard Narrows ` Alternative 2A ` Stage Construction
6851,f,f,f,PDF Version of Topanga Canyon Boulevard Narrows ` Alternative 2B ` Advanced Planning Study for Bridge A
6852,f,f,f,PDF Version of Topanga Canyon Boulevard Narrows ` Alternative 2B ` Advanced Planning Study for Bridge B
6853,f,f,f,PDF Version of Topanga Canyon Boulevard Narrows ` Alternative 2B ` Advanced Planning Study for Tunnel
6854,f,f,f,PDF Version of Topanga Canyon Boulevard Narrows ` Alternative 2B ` Plan & Profile
6855,f,f,f,PDF Version of Topanga Canyon Boulevard Narrows ` Alternative 2B ` Right of Way
6856,f,f,f,PDF Version of Topanga Canyon Boulevard Narrows ` Alternative 2B ` Roadway Sections
6857,f,f,f,PDF Version of Topanga Canyon Boulevard Narrows ` Alternative 2B ` Stage Construction
6858,f,f,f,Topanga Canyon Boulevard Narrows ` Alternative 1A ` Advanced Planning Study for Bridge A
6859,f,f,f,Topanga Canyon Boulevard Narrows ` Alternative 1A ` Advanced Planning Study for Bridge B
6860,f,f,f,Topanga Canyon Boulevard Narrows ` Alternative 1A ` Plan & Profile
6861,f,f,f,Topanga Canyon Boulevard Narrows ` Alternative 1A ` Right of Way
6862,f,f,f,Topanga Canyon Boulevard Narrows ` Alternative 1A ` Roadway Details
6863,f,f,f,Topanga Canyon Boulevard Narrows ` Alternative 1A ` Roadway Sections
6864,f,f,f,Topanga Canyon Boulevard Narrows ` Alternative 1A ` Stage Construction
6865,f,f,f,Topanga Canyon Boulevard Narrows ` Alternative 1A ` Staging Details
6866,f,f,f,Topanga Canyon Boulevard Narrows ` Alternative 1B ` Advanced Planning Study for Bridge A
6867,f,f,f,Topanga Canyon Boulevard Narrows ` Alternative 1B ` Advanced Planning Study for Bridge B
6868,f,f,f,Topanga Canyon Boulevard Narrows ` Alternative 1B ` Plan & Profile
6869,f,f,f,Topanga Canyon Boulevard Narrows ` Alternative 1B ` Right of Way
6870,f,f,f,Topanga Canyon Boulevard Narrows ` Alternative 1B ` Roadway Details
6871,f,f,f,Topanga Canyon Boulevard Narrows ` Alternative 1B ` Roadway Sections
6872,f,f,f,Topanga Canyon Boulevard Narrows ` Alternative 1B ` Stage Construction
6873,f,f,f,Topanga Canyon Boulevard Narrows ` Alternative 1B ` Staging Details
6874,f,f,f,Topanga Canyon Boulevard Narrows ` Alternative 2A ` Advanced Planning Study for Bridge A
6875,f,f,f,Topanga Canyon Boulevard Narrows ` Alternative 2A ` Advanced Planning Study for Bridge B
6876,f,f,f,Topanga Canyon Boulevard Narrows ` Alternative 2A ` Advanced Planning Study for Tunnel
6877,f,f,f,Topanga Canyon Boulevard Narrows ` Alternative 2A ` Plan & Profile
6878,f,f,f,Topanga Canyon Boulevard Narrows ` Alternative 2A ` Right of Way
6879,f,f,f,Topanga Canyon Boulevard Narrows ` Alternative 2A ` Roadway Details
6880,f,f,f,Topanga Canyon Boulevard Narrows ` Alternative 2A ` Roadway Sections
6881,f,f,f,Topanga Canyon Boulevard Narrows ` Alternative 2A ` Stage Construction
6882,f,f,f,Topanga Canyon Boulevard Narrows ` Alternative 2B ` Advanced Planning Study for Bridge A
6883,f,f,f,Topanga Canyon Boulevard Narrows ` Alternative 2B ` Advanced Planning Study for Bridge B
6884,f,f,f,Topanga Canyon Boulevard Narrows ` Alternative 2B ` Advanced Planning Study for Tunnel
6885,f,f,f,Topanga Canyon Boulevard Narrows ` Alternative 2B ` Plan & Profile
6886,f,f,f,Topanga Canyon Boulevard Narrows ` Alternative 2B ` Right of Way
6887,f,f,f,Topanga Canyon Boulevard Narrows ` Alternative 2B ` Roadway Details
6888,f,f,f,Topanga Canyon Boulevard Narrows ` Alternative 2B ` Roadway Sections
6889,f,f,f,Topanga Canyon Boulevard Narrows ` Alternative 2B ` Stage Construction
6890,f,f,f,Topanga Canyon Boulevard Narrows ` Right of Way details
6891,t,f,f,Topanga Canyon Boulevard Narrows Roadway and Tunnel ` Project Study Report
6892,f,f,f,Topanga Canyon Boulevard Narrows ` Staging Details
6893,t,,f,Topanga Creek Narrows Initial Site Assessment (ISA) Report
6894,t,,f,Topanga Creek Narrows Traffic Study Memorandum: Final Topanga Narrows Traffic Report
6895,t,,f,Topanga Creek Watershed and Lagoon Restoration Feasibility Study
6895,t,,f,Topanga Creek Watershed and Lagoon Restoration Feasibility Study
6895,t,,f,Topanga Creek Watershed and Lagoon Restoration Feasibility Study
6896,t,,f,Topanga Lagoon Creek Preliminary Hydraulic Analysis
6896,t,,f,Topanga Lagoon Creek Preliminary Hydraulic Analysis
6897,t,,f,Brushfire Impacts to Runoff
6898,t,,f,Center Points of 1997 Aerial Photos - Topanga Creek Watershed
6899,t,,f,Color Infrared Digital Orthophoto (Quarter) Quadrangles - Topanga Creek Watershed
6900,t,,f,Cross Sections (Sediment Study) - Topanga Creek Watershed
6901,t,,f,Culverts and Bridges - Topanga Creek Watershed
6902,t,,f,Digital Raster Graphic Files - Topanga Creek Watershed
6903,t,,f,"Existing Cross-sections of Topanga Creek, Old Topanga Creek and the Lagoon."
